y,d,s,c,g,e1n,e1r,e2n,e2r,e3n,e3r,e4n,e4r,e5n,e5r,m1n,m1r,m2n,m2r,m3n,m3r,m4n,m4r,m5n,m5r,s1n,s1r,s2n,s2r,s3n,s3r,s4n,s4r,s5n,s5r,sc1n,sc1r,sc2n,sc2r,sc3n,sc3r,sc4n,sc4r,sc5n,sc5r,epn,epr,spn,spr,mpn,mpr,scpn,scpr
1718,58,0113,Total Students,Total,19,11.5,39,23.6,52,31.5,41,24.8,14,8.5,17,10.3,25,15.2,52,31.5,45,27.3,26,15.8,3,8.3,3,8.3,10,27.8,12,33.3,8,22.2,5,8.5,14,23.7,21,35.6,11,18.6,8,13.6,107,64.8,30,83.3,123,74.5,40,67.8
1718,58,0117,Total Students,Total,24,11.5,47,22.5,67,32.1,52,24.9,19,9.1,14,6.9,45,22.2,63,31,50,24.6,31,15.3,5,10,5,10,18,36,14,28,8,16,5,9.4,21,39.6,16,30.2,7,13.2,4,7.5,138,66,40,80,144,70.9,27,50.9
1718,58,0121,Total Students,Total,17,6.1,55,19.9,86,31,84,30.3,35,12.6,19,6.9,27,9.7,70,25.3,102,36.8,59,21.3,*,*,*,*,*,*,*,*,*,*,4,4.6,25,28.7,27,31,10,11.5,21,24.1,205,74,*,*,231,83.4,58,66.7
1718,58,0131,Total Students,Total,21,6.3,59,17.7,118,35.4,83,24.9,52,15.6,22,6.6,45,13.5,94,28.2,101,30.3,71,21.3,*,*,*,*,*,*,*,*,*,*,11,9.6,20,17.4,33,28.7,21,18.3,30,26.1,253,76,*,*,266,79.9,84,73
1718,58,0141,Total Students,Total,130,19.3,169,25.1,155,23,147,21.8,73,10.8,68,10.5,114,17.6,222,34.2,156,24,89,13.7,38,21.7,38,21.7,50,28.6,35,20,14,8,41,18.5,68,30.6,53,23.9,36,16.2,24,10.8,375,55.6,99,56.6,467,72,113,50.9
1718,58,0171,Total Students,Total,30,8.2,66,17.9,110,29.9,94,25.5,68,18.5,25,6.8,39,10.6,92,24.9,114,30.9,99,26.8,*,*,*,*,*,*,*,*,*,*,12,10.2,21,17.8,32,27.1,24,20.3,29,24.6,272,73.9,*,*,305,82.7,85,72
1718,58,0181,Total Students,Total,144,12.4,210,18.1,244,21,337,29,226,19.5,126,15.4,82,10,293,35.8,163,19.9,154,18.8,44,9.1,70,14.4,137,28.2,123,25.4,111,22.9,26,5,83,15.8,194,37,100,19,122,23.2,807,69.5,371,76.5,610,74.6,416,79.2
1718,58,0191,Total Students,Total,20,5.1,37,9.5,109,27.9,142,36.3,83,21.2,22,5.6,45,11.5,102,26,120,30.6,103,26.3,*,*,*,*,*,*,*,*,*,*,10,6.7,21,14,45,30,37,24.7,37,24.7,334,85.4,*,*,325,82.9,119,79.3
1718,58,0201,Total Students,Total,69,20.4,89,26.3,105,31.1,57,16.9,18,5.3,64,18.9,68,20.1,98,28.9,69,20.4,40,11.8,*,*,*,*,*,*,*,*,*,*,17,16,22,20.8,27,25.5,22,20.8,18,17,180,53.3,*,*,207,61.1,67,63.2
1718,58,0211,Total Students,Total,18,6.5,51,18.5,91,33.1,74,26.9,41,14.9,22,7.9,28,10.1,84,30.3,91,32.9,52,18.8,*,*,*,*,*,*,*,*,*,*,8,8,24,24,33,33,15,15,20,20,206,74.9,*,*,227,81.9,68,68
1718,58,0221,Total Students,Total,99,10.1,196,20.1,266,27.3,281,28.8,134,13.7,54,8.3,53,8.2,243,37.6,196,30.3,101,15.6,13,2.9,31,6.8,120,26.3,134,29.4,158,34.6,13,3.1,77,18.6,175,42.4,68,16.5,80,19.4,681,69.8,412,90.4,540,83.5,323,78.2
1718,58,0261,Total Students,Total,79,25.3,94,30.1,75,24,44,14.1,20,6.4,81,26.1,60,19.4,75,24.2,58,18.7,36,11.6,*,*,*,*,*,*,*,*,*,*,35,36.5,25,26,22,22.9,9,9.4,5,5.2,139,44.6,*,*,169,54.5,36,37.5
1718,58,0271,Total Students,Total,26,8,66,20.4,105,32.4,80,24.7,47,14.5,37,11.4,61,18.8,95,29.3,76,23.5,55,17,*,*,*,*,*,*,*,*,*,*,16,15,25,23.4,33,30.8,18,16.8,15,14,232,71.6,*,*,226,69.8,66,61.7
1718,58,0291,Total Students,Total,48,24.1,54,27.1,47,23.6,36,18.1,14,7,47,24,43,21.9,49,25,36,18.4,21,10.7,*,*,*,*,*,*,*,*,*,*,11,17.2,18,28.1,27,42.2,6,9.4,2,3.1,97,48.7,*,*,106,54.1,35,54.7
1718,58,0293,Total Students,Total,39,36.1,35,32.4,24,22.2,10,9.3,0,0,60,40,54,36,21,14,15,10,0,0,*,*,*,*,*,*,*,*,*,*,17,29.3,22,37.9,12,20.7,6,10.3,1,1.7,34,31.5,*,*,36,24,19,32.8
1718,58,0294,Total Students,Total,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0301,Total Students,Total,22,4.3,69,13.6,156,30.6,154,30.3,108,21.2,15,2.9,26,5.1,125,24.6,193,37.9,150,29.5,*,*,*,*,*,*,*,*,*,*,4,2.5,27,16.8,53,32.9,40,24.8,37,23,418,82.1,*,*,468,91.9,130,80.7
1718,58,0381,Total Students,Total,43,14.3,76,25.3,84,28,73,24.3,24,8,34,11.3,49,16.2,113,37.4,71,23.5,35,11.6,*,*,*,*,*,*,*,*,*,*,12,10.3,27,23.1,48,41,18,15.4,12,10.3,181,60.3,*,*,219,72.5,78,66.7
1718,58,0451,Total Students,Total,105,16.6,128,20.3,162,25.6,146,23.1,91,14.4,60,9.5,95,15.1,165,26.2,182,28.9,128,20.3,13,8.4,16,10.4,33,21.4,32,20.8,60,39,20,9.6,47,22.6,46,22.1,46,22.1,49,23.6,399,63.1,125,81.2,475,75.4,141,67.8
1718,58,0461,Total Students,Total,65,19.4,89,26.6,87,26,68,20.3,26,7.8,63,18.8,64,19.1,108,32.2,75,22.4,25,7.5,*,*,*,*,*,*,*,*,*,*,11,9.9,24,21.6,35,31.5,26,23.4,15,13.5,181,54,*,*,208,62.1,76,68.5
1718,58,0471,Total Students,Total,20,6.3,47,14.9,87,27.6,92,29.2,69,21.9,9,2.9,24,7.6,65,20.6,85,27,132,41.9,*,*,*,*,*,*,*,*,*,*,2,1.9,8,7.5,26,24.5,26,24.5,44,41.5,248,78.7,*,*,282,89.5,96,90.6
1718,58,0491,Total Students,Total,30,8.3,64,17.6,105,28.9,107,29.5,57,15.7,30,8.3,59,16.3,103,28.5,99,27.4,70,19.4,*,*,*,*,*,*,*,*,*,*,16,13.4,26,21.8,33,27.7,24,20.2,20,16.8,269,74.1,*,*,272,75.3,77,64.7
1718,58,0501,Total Students,Total,56,26.4,88,41.5,41,19.3,25,11.8,2,0.9,77,36.2,51,23.9,54,25.4,22,10.3,9,4.2,*,*,*,*,*,*,*,*,*,*,14,26.4,14,26.4,19,35.8,3,5.7,3,5.7,68,32.1,*,*,85,39.9,25,47.2
1718,58,1211,Total Students,Total,57,7.5,111,14.6,206,27.2,247,32.6,137,18.1,55,7.3,76,10,182,24,236,31.2,208,27.5,2,1.4,7,4.9,16,11.3,45,31.7,72,50.7,17,6.8,50,20.1,68,27.3,51,20.5,63,25.3,590,77.8,133,93.7,626,82.7,182,73.1
1718,58,1231,Total Students,Total,33,9.5,81,23.4,118,34.1,75,21.7,39,11.3,37,10.7,51,14.8,104,30.1,95,27.5,58,16.8,*,*,*,*,*,*,*,*,*,*,14,13,30,27.8,35,32.4,18,16.7,11,10.2,232,67.1,*,*,257,74.5,64,59.3
1718,58,1241,Total Students,Total,64,16.9,81,21.4,126,33.2,90,23.7,18,4.7,56,14.8,75,19.8,116,30.7,92,24.3,39,10.3,*,*,*,*,*,*,*,*,*,*,15,11.4,29,22,42,31.8,24,18.2,22,16.7,234,61.7,*,*,247,65.3,88,66.7
1718,58,1251,Total Students,Total,171,16,266,24.9,267,25,262,24.5,102,9.6,183,22.3,145,17.6,330,40.1,119,14.5,45,5.5,56,12.4,90,20,131,29.1,99,22,74,16.4,49,9.8,115,23.1,205,41.2,60,12,69,13.9,631,59.1,304,67.6,494,60.1,334,67.1
1718,58,1261,Total Students,Total,145,18.5,206,26.3,190,24.2,163,20.8,80,10.2,108,13.9,147,18.9,199,25.6,168,21.6,156,20.1,21,8.6,43,17.6,66,26.9,47,19.2,68,27.8,63,24,66,25.2,55,21,44,16.8,34,13,433,55.2,181,73.9,523,67.2,133,50.8
1718,58,1271,Total Students,Total,24,6.8,79,22.4,107,30.3,100,28.3,43,12.2,34,9.6,60,16.9,93,26.3,92,26,75,21.2,*,*,*,*,*,*,*,*,*,*,9,7.2,20,16,40,32,25,20,31,24.8,250,70.8,*,*,260,73.4,96,76.8
1718,58,1282,Total Students,Total,24,6.9,57,16.5,119,34.4,86,24.9,60,17.3,27,7.8,40,11.6,87,25.1,103,29.8,89,25.7,*,*,*,*,*,*,*,*,*,*,12,10.9,23,20.9,29,26.4,24,21.8,22,20,265,76.6,*,*,279,80.6,75,68.2
1718,58,1291,Total Students,Total,158,18.1,185,21.2,234,26.9,181,20.8,113,13,132,15.3,147,17,246,28.5,177,20.5,161,18.7,25,10.9,33,14.4,78,34.1,44,19.2,49,21.4,46,15.2,80,26.4,78,25.7,54,17.8,45,14.9,528,60.6,171,74.7,584,67.7,177,58.4
1718,58,1341,Total Students,Total,47,11.7,101,25.1,129,32,91,22.6,35,8.7,50,12.3,60,14.8,116,28.6,105,25.9,75,18.5,*,*,*,*,*,*,*,*,*,*,12,8.9,30,22.2,30,22.2,38,28.1,25,18.5,255,63.3,*,*,296,72.9,93,68.9
1718,58,1391,Total Students,Total,3,1.1,37,13.4,70,25.4,111,40.2,55,19.9,9,4.3,17,8.1,87,41.2,62,29.4,36,17.1,1,0.8,7,5.3,26,19.8,34,26,63,48.1,0,0,8,5.4,54,36.7,26,17.7,59,40.1,236,85.5,123,93.9,185,87.7,139,94.6
1718,58,0000,Students with Disabilities,Subgroups,1632,41.9,1154,29.6,725,18.6,304,7.8,84,2.2,1376,36.6,915,24.3,897,23.8,442,11.7,132,3.5,161,25.1,180,28.1,171,26.7,78,12.2,51,8,418,33,453,35.8,249,19.7,102,8.1,43,3.4,1113,28.5,300,46.8,1471,39.1,394,31.1
1718,58,0012,Students with Disabilities,Subgroups,27,40.3,22,32.8,12,17.9,5,7.5,1,1.5,16,24.2,23,34.8,17,25.8,6,9.1,4,6.1,*,*,*,*,*,*,*,*,*,*,12,50,9,37.5,1,4.2,2,8.3,0,0,18,26.9,*,*,27,40.9,3,12.5
1718,58,0021,Students with Disabilities,Subgroups,0,0,1,2.6,2,5.3,12,31.6,23,60.5,0,0,1,2.8,2,5.6,8,22.2,25,69.4,*,*,*,*,*,*,*,*,*,*,0,0,1,6.3,0,0,9,56.3,6,37.5,37,97.4,*,*,35,97.2,15,93.8
1718,58,0031,Students with Disabilities,Subgroups,40,37,38,35.2,20,18.5,9,8.3,1,0.9,38,34.9,31,28.4,22,20.2,12,11,6,5.5,0,0,7,25,11,39.3,7,25,3,10.7,6,23.1,13,50,4,15.4,2,7.7,1,3.8,30,27.8,21,75,40,36.7,7,26.9
1718,58,0051,Students with Disabilities,Subgroups,59,48,34,27.6,15,12.2,13,10.6,2,1.6,49,48,17,16.7,23,22.5,12,11.8,1,1,9,18,19,38,14,28,5,10,3,6,8,13.3,21,35,24,40,5,8.3,2,3.3,30,24.4,22,44,36,35.3,31,51.7
1718,58,0071,Students with Disabilities,Subgroups,11,23.9,11,23.9,16,34.8,7,15.2,1,2.2,11,24.4,13,28.9,11,24.4,7,15.6,3,6.7,*,*,*,*,*,*,*,*,*,*,6,50,4,33.3,1,8.3,1,8.3,0,0,24,52.2,*,*,21,46.7,2,16.7
1718,58,0074,Students with Disabilities,Subgroups,52,35.4,63,42.9,24,16.3,5,3.4,3,2,56,40,33,23.6,39,27.9,9,6.4,3,2.1,9,16.7,18,33.3,18,33.3,6,11.1,3,5.6,17,25.4,28,41.8,17,25.4,3,4.5,2,3,32,21.8,27,50,51,36.4,22,32.8
1718,58,0081,Students with Disabilities,Subgroups,18,38.3,17,36.2,11,23.4,1,2.1,0,0,20,41.7,18,37.5,8,16.7,2,4.2,0,0,2,16.7,5,41.7,5,41.7,0,0,0,0,8,57.1,4,28.6,2,14.3,0,0,0,0,12,25.5,5,41.7,10,20.8,2,14.3
1718,58,0083,Students with Disabilities,Subgroups,33,36.7,28,31.1,17,18.9,8,8.9,4,4.4,28,31.1,28,31.1,22,24.4,7,7.8,5,5.6,0,0,2,11.1,7,38.9,6,33.3,3,16.7,6,31.6,4,21.1,6,31.6,3,15.8,0,0,29,32.2,16,88.9,34,37.8,9,47.4
1718,58,0084,Students with Disabilities,Subgroups,98,57.6,46,27.1,14,8.2,12,7.1,0,0,80,46.8,28,16.4,37,21.6,23,13.5,3,1.8,17,38.6,12,27.3,11,25,3,6.8,1,2.3,27,57.4,13,27.7,1,2.1,5,10.6,1,2.1,26,15.3,15,34.1,63,36.8,7,14.9
1718,58,0085,Students with Disabilities,Subgroups,50,46.3,32,29.6,16,14.8,10,9.3,0,0,35,40.2,19,21.8,27,31,6,6.9,0,0,11,32.4,12,35.3,6,17.6,4,11.8,1,2.9,4,11.4,15,42.9,12,34.3,4,11.4,0,0,26,24.1,11,32.4,33,37.9,16,45.7
1718,58,0090,Students with Disabilities,Subgroups,22,42.3,15,28.8,10,19.2,2,3.8,3,5.8,23,44.2,13,25,10,19.2,3,5.8,3,5.8,*,*,*,*,*,*,*,*,*,*,5,41.7,5,41.7,1,8.3,1,8.3,0,0,15,28.8,*,*,16,30.8,2,16.7
1718,58,0100,Students with Disabilities,Subgroups,10,27.8,10,27.8,13,36.1,2,5.6,1,2.8,14,38.9,10,27.8,10,27.8,2,5.6,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,44.4,*,*,12,33.3,*,*
1718,58,0101,Students with Disabilities,Subgroups,38,40.9,20,21.5,16,17.2,16,17.2,3,3.2,28,29.8,26,27.7,26,27.7,13,13.8,1,1.1,*,*,*,*,*,*,*,*,*,*,8,25.8,9,29,9,29,5,16.1,0,0,35,37.6,*,*,40,42.6,14,45.2
1718,58,0102,Students with Disabilities,Subgroups,20,55.6,8,22.2,8,22.2,0,0,0,0,8,22.2,12,33.3,11,30.6,5,13.9,0,0,4,33.3,2,16.7,3,25,3,25,0,0,*,*,*,*,*,*,*,*,*,*,8,22.2,6,50,16,44.4,*,*
1718,58,0103,Students with Disabilities,Subgroups,27,42.9,20,31.7,9,14.3,5,7.9,2,3.2,21,38.9,16,29.6,9,16.7,8,14.8,0,0,1,10,4,40,3,30,0,0,2,20,6,27.3,5,22.7,8,36.4,2,9.1,1,4.5,16,25.4,5,50,17,31.5,11,50
1718,58,0106,Students with Disabilities,Subgroups,17,32.1,20,37.7,13,24.5,2,3.8,1,1.9,16,30.2,14,26.4,15,28.3,5,9.4,3,5.7,*,*,*,*,*,*,*,*,*,*,3,30,4,40,3,30,0,0,0,0,16,30.2,*,*,23,43.4,3,30
1718,58,0110,Students with Disabilities,Subgroups,5,31.3,6,37.5,5,31.3,0,0,0,0,2,12.5,9,56.3,3,18.8,2,12.5,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,31.3,*,*,5,31.3,*,*
1718,58,0111,Students with Disabilities,Subgroups,77,51.3,36,24,19,12.7,16,10.7,2,1.3,60,39,37,24,34,22.1,17,11,6,3.9,10,22.7,16,36.4,11,25,6,13.6,1,2.3,23,53.5,12,27.9,4,9.3,3,7,1,2.3,37,24.7,18,40.9,57,37,8,18.6
1718,58,0113,Students with Disabilities,Subgroups,11,40.7,7,25.9,7,25.9,2,7.4,0,0,9,33.3,8,29.6,6,22.2,2,7.4,2,7.4,3,27.3,1,9.1,2,18.2,4,36.4,1,9.1,1,7.1,9,64.3,1,7.1,2,14.3,1,7.1,9,33.3,7,63.6,10,37,4,28.6
1718,58,0117,Students with Disabilities,Subgroups,11,44,6,24,5,20,3,12,0,0,3,12.5,11,45.8,6,25,3,12.5,1,4.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,32,*,*,10,41.7,*,*
1718,58,0121,Students with Disabilities,Subgroups,12,26.7,16,35.6,8,17.8,4,8.9,5,11.1,12,26.1,8,17.4,10,21.7,12,26.1,4,8.7,*,*,*,*,*,*,*,*,*,*,4,33.3,5,41.7,1,8.3,0,0,2,16.7,17,37.8,*,*,26,56.5,3,25
1718,58,0131,Students with Disabilities,Subgroups,16,20,27,33.8,32,40,4,5,1,1.3,18,22.5,16,20,31,38.8,14,17.5,1,1.3,*,*,*,*,*,*,*,*,*,*,10,41.7,9,37.5,4,16.7,0,0,1,4.2,37,46.3,*,*,46,57.5,5,20.8
1718,58,0141,Students with Disabilities,Subgroups,67,51.1,38,29,19,14.5,5,3.8,2,1.5,45,34.9,38,29.5,32,24.8,8,6.2,6,4.7,20,43.5,10,21.7,9,19.6,3,6.5,4,8.7,23,51.1,18,40,3,6.7,1,2.2,0,0,26,19.8,16,34.8,46,35.7,4,8.9
1718,58,0171,Students with Disabilities,Subgroups,20,27.4,22,30.1,24,32.9,4,5.5,3,4.1,20,27.4,16,21.9,18,24.7,16,21.9,3,4.1,*,*,*,*,*,*,*,*,*,*,10,52.6,6,31.6,3,15.8,0,0,0,0,31,42.5,*,*,37,50.7,3,15.8
1718,58,0181,Students with Disabilities,Subgroups,69,57,27,22.3,17,14,8,6.6,0,0,49,50,14,14.3,26,26.5,9,9.2,0,0,16,37.2,12,27.9,8,18.6,3,7,4,9.3,7,15.6,21,46.7,11,24.4,5,11.1,1,2.2,25,20.7,15,34.9,35,35.7,17,37.8
1718,58,0191,Students with Disabilities,Subgroups,15,31.9,11,23.4,13,27.7,7,14.9,1,2.1,18,38.3,8,17,14,29.8,6,12.8,1,2.1,*,*,*,*,*,*,*,*,*,*,4,23.5,7,41.2,4,23.5,0,0,2,11.8,21,44.7,*,*,21,44.7,6,35.3
1718,58,0201,Students with Disabilities,Subgroups,34,53.1,20,31.3,9,14.1,1,1.6,0,0,36,55.4,14,21.5,13,20,0,0,2,3.1,*,*,*,*,*,*,*,*,*,*,8,57.1,3,21.4,0,0,3,21.4,0,0,10,15.6,*,*,15,23.1,3,21.4
1718,58,0211,Students with Disabilities,Subgroups,14,23.7,18,30.5,20,33.9,7,11.9,0,0,16,26.7,10,16.7,21,35,12,20,1,1.7,*,*,*,*,*,*,*,*,*,*,4,21.1,9,47.4,4,21.1,2,10.5,0,0,27,45.8,*,*,34,56.7,6,31.6
1718,58,0221,Students with Disabilities,Subgroups,51,46.8,29,26.6,20,18.3,7,6.4,2,1.8,21,26.9,16,20.5,28,35.9,12,15.4,1,1.3,3,7.9,13,34.2,9,23.7,8,21.1,5,13.2,7,15.6,22,48.9,14,31.1,0,0,2,4.4,29,26.6,22,57.9,41,52.6,16,35.6
1718,58,0261,Students with Disabilities,Subgroups,48,63.2,21,27.6,5,6.6,2,2.6,0,0,48,65.8,11,15.1,12,16.4,2,2.7,0,0,*,*,*,*,*,*,*,*,*,*,18,78.3,5,21.7,0,0,0,0,0,0,7,9.2,*,*,14,19.2,0,0
1718,58,0271,Students with Disabilities,Subgroups,21,24.4,30,34.9,28,32.6,4,4.7,3,3.5,22,25.9,27,31.8,20,23.5,12,14.1,4,4.7,*,*,*,*,*,*,*,*,*,*,10,29.4,13,38.2,9,26.5,1,2.9,1,2.9,35,40.7,*,*,36,42.4,11,32.4
1718,58,0291,Students with Disabilities,Subgroups,32,59.3,13,24.1,6,11.1,3,5.6,0,0,27,50.9,16,30.2,6,11.3,4,7.5,0,0,*,*,*,*,*,*,*,*,*,*,4,30.8,4,30.8,5,38.5,0,0,0,0,9,16.7,*,*,10,18.9,5,38.5
1718,58,0293,Students with Disabilities,Subgroups,39,36.1,35,32.4,24,22.2,10,9.3,0,0,60,40,54,36,21,14,15,10,0,0,*,*,*,*,*,*,*,*,*,*,17,29.3,22,37.9,12,20.7,6,10.3,1,1.7,34,31.5,*,*,36,24,19,32.8
1718,58,0294,Students with Disabilities,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0301,Students with Disabilities,Subgroups,16,20.3,27,34.2,26,32.9,9,11.4,1,1.3,14,17.5,12,15,31,38.8,17,21.3,6,7.5,*,*,*,*,*,*,*,*,*,*,3,14.3,12,57.1,5,23.8,1,4.8,0,0,36,45.6,*,*,54,67.5,6,28.6
1718,58,0381,Students with Disabilities,Subgroups,22,40.7,18,33.3,10,18.5,2,3.7,2,3.7,18,33.3,13,24.1,14,25.9,7,13,2,3.7,*,*,*,*,*,*,*,*,*,*,3,23.1,4,30.8,4,30.8,1,7.7,1,7.7,14,25.9,*,*,23,42.6,6,46.2
1718,58,0451,Students with Disabilities,Subgroups,61,57,22,20.6,19,17.8,5,4.7,0,0,39,37.1,29,27.6,21,20,15,14.3,1,1,7,30.4,6,26.1,7,30.4,2,8.7,1,4.3,13,48.1,8,29.6,4,14.8,1,3.7,1,3.7,24,22.4,10,43.5,37,35.2,6,22.2
1718,58,0461,Students with Disabilities,Subgroups,41,49.4,24,28.9,9,10.8,8,9.6,1,1.2,38,45.8,15,18.1,20,24.1,8,9.6,2,2.4,*,*,*,*,*,*,*,*,*,*,6,30,5,25,7,35,1,5,1,5,18,21.7,*,*,30,36.1,9,45
1718,58,0471,Students with Disabilities,Subgroups,15,45.5,9,27.3,8,24.2,0,0,1,3,3,9.1,14,42.4,8,24.2,5,15.2,3,9.1,*,*,*,*,*,*,*,*,*,*,0,0,2,20,5,50,1,10,2,20,9,27.3,*,*,16,48.5,8,80
1718,58,0491,Students with Disabilities,Subgroups,20,39.2,14,27.5,11,21.6,3,5.9,3,5.9,20,39.2,18,35.3,6,11.8,5,9.8,2,3.9,*,*,*,*,*,*,*,*,*,*,12,70.6,2,11.8,3,17.6,0,0,0,0,17,33.3,*,*,13,25.5,3,17.6
1718,58,0501,Students with Disabilities,Subgroups,31,50,28,45.2,1,1.6,2,3.2,0,0,35,56.5,14,22.6,9,14.5,3,4.8,1,1.6,*,*,*,*,*,*,*,*,*,*,5,41.7,5,41.7,1,8.3,0,0,1,8.3,3,4.8,*,*,13,21,2,16.7
1718,58,1211,Students with Disabilities,Subgroups,30,26.8,31,27.7,31,27.7,16,14.3,4,3.6,32,28.3,22,19.5,31,27.4,25,22.1,3,2.7,1,7.7,4,30.8,6,46.2,0,0,2,15.4,4,12.9,11,35.5,8,25.8,5,16.1,3,9.7,51,45.5,8,61.5,59,52.2,16,51.6
1718,58,1231,Students with Disabilities,Subgroups,21,40.4,18,34.6,12,23.1,0,0,1,1.9,21,40.4,12,23.1,12,23.1,4,7.7,3,5.8,*,*,*,*,*,*,*,*,*,*,8,36.4,7,31.8,5,22.7,1,4.5,1,4.5,13,25,*,*,19,36.5,7,31.8
1718,58,1241,Students with Disabilities,Subgroups,33,47.8,18,26.1,12,17.4,6,8.7,0,0,26,37.7,17,24.6,14,20.3,11,15.9,1,1.4,*,*,*,*,*,*,*,*,*,*,10,43.5,7,30.4,3,13,3,13,0,0,18,26.1,*,*,26,37.7,6,26.1
1718,58,1251,Students with Disabilities,Subgroups,75,49.3,42,27.6,20,13.2,14,9.2,1,0.7,46,41.1,24,21.4,32,28.6,9,8,1,0.9,15,34.9,10,23.3,13,30.2,3,7,2,4.7,17,23.6,24,33.3,21,29.2,10,13.9,0,0,35,23,18,41.9,42,37.5,31,43.1
1718,58,1261,Students with Disabilities,Subgroups,62,43.1,45,31.3,24,16.7,13,9,0,0,57,39.9,33,23.1,38,26.6,13,9.1,2,1.4,9,26.5,10,29.4,12,35.3,1,2.9,2,5.9,22,51.2,8,18.6,8,18.6,4,9.3,1,2.3,37,25.7,15,44.1,53,37.1,13,30.2
1718,58,1271,Students with Disabilities,Subgroups,14,19.2,32,43.8,19,26,8,11,0,0,16,21.9,24,32.9,12,16.4,15,20.5,6,8.2,*,*,*,*,*,*,*,*,*,*,4,16,10,40,6,24,4,16,1,4,27,37,*,*,33,45.2,11,44
1718,58,1282,Students with Disabilities,Subgroups,19,29.7,23,35.9,15,23.4,5,7.8,2,3.1,18,28.1,11,17.2,21,32.8,11,17.2,3,4.7,*,*,*,*,*,*,*,*,*,*,5,29.4,7,41.2,2,11.8,2,11.8,1,5.9,22,34.4,*,*,35,54.7,5,29.4
1718,58,1291,Students with Disabilities,Subgroups,70,55.6,25,19.8,21,16.7,8,6.3,2,1.6,58,46.4,32,25.6,24,19.2,9,7.2,2,1.6,16,40,13,32.5,7,17.5,3,7.5,1,2.5,23,53.5,15,34.9,3,7,1,2.3,1,2.3,31,24.6,11,27.5,35,28,5,11.6
1718,58,1341,Students with Disabilities,Subgroups,34,38.2,26,29.2,22,24.7,7,7.9,0,0,30,33.3,20,22.2,23,25.6,17,18.9,0,0,*,*,*,*,*,*,*,*,*,*,9,29,13,41.9,5,16.1,4,12.9,0,0,29,32.6,*,*,40,44.4,9,29
1718,58,1391,Students with Disabilities,Subgroups,0,0,2,15.4,3,23.1,6,46.2,2,15.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,84.6,*,*,*,*,*,*
1718,58,0000,Native Hawaiian/Other Pacific Islander,Race,4,16.7,3,12.5,7,29.2,8,33.3,2,8.3,2,8.7,4,17.4,6,26.1,7,30.4,4,17.4,*,*,*,*,*,*,*,*,*,*,1,9.1,1,9.1,5,45.5,3,27.3,1,9.1,17,70.8,*,*,17,73.9,9,81.8
1718,58,0012,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0021,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0051,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0102,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0103,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0111,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0141,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1718,58,0211,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
