District Name,School Name,Lat,Long,Total Students,Total SWD,e,s,m,sc,te,ts,tm,tsc
PASCO,WESLEY CHAPEL HIGH SCHOOL,28.25604,-82.31111,1433,229,19,12,30,10,348,240,310,217
PASCO,WIREGRASS RANCH HIGH SCHOOL,28.18868,-82.32625,2220,294,55,19,40,28,770,327,579,424
PASCO,ZEPHYRHILLS HIGH SCHOOL,28.24994,-82.18189,1477,251,32,14,41,15,294,144,279,173
PINELLAS,AZALEA MIDDLE SCHOOL,27.79385,-82.74616,837,136,10,4,11,7,202,104,223,70
PINELLAS,BAY POINT MIDDLE SCHOOL,27.71399,-82.66142,1039,150,22,6,25,13,434,161,449,129
PINELLAS,BOCA CIEGA HIGH SCHOOL,27.76097,-82.70997,1724,154,10,8,10,19,333,259,178,252
PINELLAS,CLEARWATER HIGH SCHOOL,27.95992,-82.75503,1798,186,8,14,10,7,337,192,214,201
PINELLAS,COUNTRYSIDE HIGH SCHOOL,28.02259,-82.71147,1856,201,22,28,29,17,413,260,278,316
PINELLAS,DIXIE M. HOLLINS HIGH SCHOOL,27.81554,-82.72254,1821,207,28,27,31,19,387,217,247,225
PINELLAS,DUNEDIN HIGH SCHOOL,28.02852,-82.76957,1320,173,17,15,24,25,261,226,156,187
PINELLAS,DUNEDIN HIGHLAND MIDDLE SCHOOL,27.99907,-82.77553,1024,143,51,8,48,24,506,178,533,172
PINELLAS,EAST LAKE HIGH SCHOOL,28.12767,-82.70104,2234,173,34,29,34,19,758,405,437,471
PINELLAS,FITZGERALD MIDDLE SCHOOL,27.87800,-82.72582,1111,123,12,4,15,2,509,187,565,170
PINELLAS,GIBBS HIGH SCHOOL,27.76103,-82.67792,1159,186,34,7,18,16,240,143,138,140
PINELLAS,JOHN HOPKINS MIDDLE SCHOOL,27.76288,-82.65596,764,74,9,4,7,3,284,105,241,67
PINELLAS,JOSEPH L. CARWISE MIDDLE SCHOOL,28.08871,-82.72677,1273,146,38,29,54,15,772,309,846,258
PINELLAS,LAKEWOOD HIGH SCHOOL,27.71756,-82.65250,1012,77,8,3,6,9,240,140,104,130
PINELLAS,LARGO HIGH SCHOOL,27.91995,-82.78551,1970,163,9,7,6,8,608,292,242,321
PINELLAS,LARGO MIDDLE SCHOOL,27.90822,-82.78390,805,74,9,5,19,7,308,145,357,102
PINELLAS,LEALMAN INNOVATION ACADEMY,27.81640,-82.67278,511,170,3,2,5,5,40,21,34,25
PINELLAS,MADEIRA BEACH FUNDAMENTAL K-8,27.80919,-82.79062,1379,110,39,13,45,7,873,281,957,294
PINELLAS,MEADOWLAWN MIDDLE SCHOOL,27.82759,-82.65620,1072,199,58,12,64,12,403,140,434,127
PINELLAS,NORTHEAST HIGH SCHOOL,27.82272,-82.65682,1653,163,28,17,17,23,400,208,256,292
PINELLAS,OAK GROVE MIDDLE SCHOOL,27.94727,-82.74798,1143,144,20,9,22,13,399,194,444,142
PINELLAS,OSCEOLA FUNDAMENTAL HIGH,27.86098,-82.77257,1718,123,35,36,26,12,660,338,428,425
PINELLAS,OSCEOLA MIDDLE SCHOOL,27.85637,-82.77362,1207,214,61,26,76,16,565,228,583,174
PINELLAS,PALM HARBOR MIDDLE SCHOOL,28.06628,-82.75295,1256,117,23,15,29,15,767,317,777,248
PINELLAS,PALM HARBOR UNIVERSITY HIGH,28.08516,-82.76324,2540,112,19,12,16,17,855,518,420,494
PINELLAS,PINELLAS PARK HIGH SCHOOL,27.88085,-82.72416,1982,176,27,18,24,18,394,330,276,257
PINELLAS,PINELLAS PARK MIDDLE SCHOOL,27.83447,-82.73317,1183,167,20,22,26,5,446,195,598,146
PINELLAS,SAFETY HARBOR MIDDLE SCHOOL,28.00008,-82.68880,1189,135,18,11,29,11,546,226,619,220
PINELLAS,SEMINOLE HIGH SCHOOL,27.84887,-82.81988,1892,184,16,17,19,25,443,232,265,319
PINELLAS,SEMINOLE MIDDLE SCHOOL,27.85189,-82.81902,1107,132,14,13,17,3,541,199,558,201
PINELLAS,ST. PETERSBURG HIGH SCHOOL,27.77808,-82.66822,1965,106,13,6,5,7,580,356,257,358
PINELLAS,TARPON SPRINGS HIGH SCHOOL,28.14497,-82.77754,1376,105,4,7,5,10,355,218,211,218
PINELLAS,TARPON SPRINGS MIDDLE SCHOOL,28.15087,-82.78010,809,78,18,6,14,7,412,158,407,146
PINELLAS,THURGOOD MARSHALL FUNDAMENTAL,27.74970,-82.68662,940,95,44,8,36,10,663,233,658,195
PINELLAS,TYRONE MIDDLE SCHOOL,27.79289,-82.72560,941,96,14,9,9,3,334,136,317,106
POLK,AUBURNDALE SENIOR HIGH SCHOOL,28.07220,-81.78550,1654,192,19,22,26,14,300,245,229,190
POLK,BARTOW MIDDLE SCHOOL,27.87956,-81.84019,891,177,27,37,39,11,313,223,350,110
POLK,BARTOW SENIOR HIGH SCHOOL,27.88576,-81.84006,2273,247,22,13,22,16,536,300,301,293
POLK,CITRUS RIDGE A CIVICS ACADEMY,28.31005,-81.66445,1895,285,29,14,31,6,443,141,468,119
POLK,CRYSTAL LAKE MIDDLE SCHOOL,28.02595,-81.92699,932,166,22,18,29,12,249,140,275,75
POLK,DENISON MIDDLE SCHOOL,28.01947,-81.72113,727,116,21,8,22,7,194,91,188,63
POLK,FORT MEADE MIDDLE/SENIOR HIGH SCHOOL,27.76078,-81.78237,756,113,20,13,20,5,237,112,227,77
POLK,FROSTPROOF MIDDLE/SENIOR HIGH,27.76122,-81.53269,1196,176,11,14,19,8,305,179,352,128
POLK,GEORGE W. JENKINS SENIOR HIGH,27.95709,-81.92026,2292,244,27,14,28,24,616,308,393,378
POLK,HAINES CITY SENIOR HIGH SCHOOL,28.09968,-81.60827,2510,234,26,20,17,20,505,266,220,337
POLK,JERE L. STAMBAUGH MIDDLE,28.07094,-81.78802,1102,191,24,14,27,7,255,158,252,69
POLK,KATHLEEN MIDDLE SCHOOL,28.12474,-82.01964,645,132,25,16,31,6,220,114,224,69
POLK,KATHLEEN SENIOR HIGH SCHOOL,28.05659,-81.99893,2086,298,23,15,20,19,326,211,156,223
POLK,LAKE ALFRED POLYTECH ACADEMY,28.10545,-81.72807,549,68,13,10,19,4,221,132,237,49
POLK,LAKE GIBSON MIDDLE SCHOOL,28.12959,-81.95471,1294,203,30,33,41,12,503,298,493,163
POLK,LAKE GIBSON SENIOR HIGH SCHOOL,28.13379,-81.95496,1818,208,13,9,17,13,340,219,151,214
POLK,LAKE MARION CREEK MIDDLE SCHOOL,28.06661,-81.73150,622,110,11,9,17,5,140,115,120,40
POLK,LAKE REGION HIGH SCHOOL,27.98008,-81.74679,1510,187,18,15,17,15,232,172,134,163
POLK,LAKELAND HIGHLANDS MIDDLE SCHOOL,27.97671,-81.95153,1278,173,33,30,42,10,689,306,694,207
POLK,LAKELAND SENIOR HIGH SCHOOL,28.03440,-81.93790,2105,197,19,21,21,12,588,370,294,319
POLK,MCLAUGHLIN MIDDLE SCHOOL AND FINE ARTS ACADEMY,27.88853,-81.58450,672,112,18,13,19,5,135,104,132,53
POLK,MULBERRY MIDDLE SCHOOL,27.89244,-81.96545,1151,184,23,17,25,8,506,255,549,136
POLK,MULBERRY SENIOR HIGH SCHOOL,27.89533,-81.96977,1193,175,13,16,18,17,221,132,190,177
POLK,RIDGE COMMUNITY HIGH SCHOOL,28.14909,-81.62779,2951,273,27,10,25,21,542,296,297,361
POLK,ROSABELLE W. BLAKE ACADEMY,28.03861,-81.96557,726,45,3,1,2,0,247,84,258,65
POLK,SHELLEY S. BOONE MIDDLE SCHOOL,28.10130,-81.61291,1180,177,24,12,38,7,285,160,299,84
POLK,SLEEPY HILL MIDDLE SCHOOL,28.09327,-81.99181,1051,161,28,14,31,8,359,187,325,119
POLK,SOUTHWEST MIDDLE SCHOOL,28.01317,-81.96427,802,189,34,15,31,10,283,131,248,64
POLK,TENOROC HIGH SCHOOL,28.07180,-81.85936,1091,178,10,11,17,7,125,113,92,92
POLK,WESTWOOD MIDDLE SCHOOL,28.03130,-81.76993,742,113,11,17,18,4,190,175,200,54
POLK,WINTER HAVEN SENIOR HIGH SCHOOL,28.01343,-81.71746,2318,218,19,10,21,17,442,298,268,297
PUTNAM,C. H. PRICE MIDDLE SCHOOL,29.63386,-81.88508,644,166,33,19,44,6,219,127,225,57
PUTNAM,CRESCENT CITY HIGH SCHOOL,29.40508,-81.50942,582,74,14,10,16,10,104,61,59,47
PUTNAM,GEORGE C. MILLER JR. MIDDLE SCHOOL,29.42988,-81.50851,548,97,24,9,37,7,204,94,242,39
PUTNAM,INTERLACHEN HIGH SCHOOL,29.62466,-81.88619,711,140,19,20,20,7,136,93,91,56
PUTNAM,PALATKA HIGH SCHOOL,29.64460,-81.66956,1106,146,16,11,20,23,181,112,98,64
PUTNAM,"ROBERT H. JENKINS, JUNIOR MIDDLE",29.66005,-81.64712,529,145,36,33,40,10,139,100,147,46
ST. JOHNS,ALICE B. LANDRUM MIDDLE SCHOOL,30.16543,-81.39117,1230,127,51,35,74,14,983,485,1099,362
ST. JOHNS,ALLEN D NEASE SENIOR HIGH SCHOOL,30.08060,-81.44844,2628,233,43,35,48,40,1084,478,782,564
ST. JOHNS,BARTRAM TRAIL HIGH SCHOOL,30.04444,-81.60940,2666,282,49,34,68,40,1013,566,769,539
ST. JOHNS,CREEKSIDE HIGH SCHOOL,30.08112,-81.56295,2269,233,51,37,68,39,956,388,683,501
ST. JOHNS,FRUIT COVE MIDDLE SCHOOL,30.11013,-81.57808,1276,159,47,50,80,19,954,412,1026,311
ST. JOHNS,GAMBLE ROGERS MIDDLE SCHOOL,29.98701,-81.36769,915,188,41,45,63,17,472,262,594,164
ST. JOHNS,LIBERTY PINES ACADEMY,30.07877,-81.52689,1592,151,54,23,70,13,868,204,947,299
ST. JOHNS,PACETTI BAY MIDDLE SCHOOL,29.94508,-81.50244,1472,224,64,58,104,26,1049,495,1187,404
ST. JOHNS,PATRIOT OAKS ACADEMY,30.08324,-81.53837,1445,154,64,12,68,18,839,177,868,264
ST. JOHNS,PEDRO MENENDEZ HIGH SCHOOL,29.75742,-81.33261,1326,216,29,24,27,24,388,211,254,167
ST. JOHNS,PONTE VEDRA HIGH SCHOOL,30.11252,-81.39507,1816,154,29,34,33,18,755,262,556,389
ST. JOHNS,R J MURRAY MIDDLE SCHOOL,29.89252,-81.35574,765,153,30,36,34,7,440,207,436,134
ST. JOHNS,SEBASTIAN MIDDLE SCHOOL,29.91943,-81.33725,727,155,30,31,40,12,382,179,420,169
ST. JOHNS,ST. AUGUSTINE HIGH SCHOOL,29.92512,-81.34051,1767,302,53,44,52,23,588,332,395,304
ST. JOHNS,ST. JOHNS TECHNICAL HIGH SCHOOL,29.92127,-81.34638,293,205,13,27,32,18,23,37,55,27
ST. JOHNS,SWITZERLAND POINT MIDDLE SCHOOL,30.06412,-81.64693,1313,192,53,34,99,27,961,447,1100,374
ST. JOHNS,VALLEY RIDGE ACADEMY,30.09891,-81.45488,1406,184,61,14,88,17,783,162,843,255
ST. LUCIE,ALLAPATTAH FLATS K-8,27.32973,-80.44829,1044,170,26,11,28,9,351,101,377,129
ST. LUCIE,DAN MCCARTY MIDDLE SCHOOL,27.43025,-80.33585,853,138,18,12,19,9,187,108,208,55
ST. LUCIE,FOREST GROVE MIDDLE SCHOOL,27.40617,-80.35192,870,98,20,12,17,5,385,182,336,104
ST. LUCIE,FORT PIERCE CENTRAL HIGH SCHOOL,27.39154,-80.35241,2602,271,29,20,29,30,620,446,306,398
ST. LUCIE,FORT PIERCE WESTWOOD ACADEMY THE W.E.S.T. PREP MAGNET,27.46350,-80.37556,1769,189,10,14,15,12,341,180,169,288
ST. LUCIE,LINCOLN PARK ACADEMY,27.45843,-80.34278,1725,85,20,15,26,12,926,370,748,387
ST. LUCIE,MANATEE ACADEMY K-8,27.29974,-80.39560,1354,202,46,9,44,11,598,149,590,159
ST. LUCIE,NORTHPORT K-8 SCHOOL,27.32461,-80.35259,1171,228,30,8,38,11,416,140,475,148
ST. LUCIE,OAK HAMMOCK K-8 SCHOOL,27.27926,-80.38446,1461,198,34,9,38,12,512,125,560,184
ST. LUCIE,PORT ST. LUCIE HIGH SCHOOL,27.30516,-80.28580,1754,227,25,12,24,16,414,171,212,306
ST. LUCIE,SAMUEL S. GAINES ACADEMY OF EMERGING TECHNOLOGIES,27.42454,-80.38063,1052,165,17,6,27,7,263,87,328,90
ST. LUCIE,SOUTHERN OAKS MIDDLE SCHOOL,27.36124,-80.35495,901,107,17,19,23,4,429,219,454,127
ST. LUCIE,SOUTHPORT MIDDLE SCHOOL,27.26821,-80.30055,822,131,15,21,25,7,377,175,415,124
ST. LUCIE,ST. LUCIE WEST CENTENNIAL HIGH,27.29781,-80.38000,2509,361,27,28,24,44,591,426,337,447
ST. LUCIE,ST. LUCIE WEST K-8 SCHOOL,27.29380,-80.38300,1319,171,24,5,29,3,614,129,602,205
ST. LUCIE,TREASURE COAST HIGH SCHOOL,27.24480,-80.36768,2823,327,17,38,31,44,682,427,481,484
ST. LUCIE,WEST GATE K-8 SCHOOL,27.33679,-80.37654,1310,168,21,12,34,11,602,160,626,188
SANTA ROSA,AVALON MIDDLE SCHOOL,30.57170,-87.09765,786,103,26,23,28,8,462,229,529,132
SANTA ROSA,CENTRAL SCHOOL,30.76512,-87.07407,591,89,8,5,16,4,193,61,186,83
SANTA ROSA,GULF BREEZE MIDDLE SCHOOL,30.35928,-87.16860,991,83,26,7,39,13,751,281,812,254
SANTA ROSA,HOBBS MIDDLE SCHOOL,30.62848,-87.06585,740,149,30,20,43,10,358,152,393,117
SANTA ROSA,HOLLEY-NAVARRE MIDDLE SCHOOL,30.40500,-86.89004,991,141,40,30,42,9,627,268,672,190
SANTA ROSA,JAY HIGH SCHOOL,30.94245,-87.15999,449,65,6,6,11,4,137,82,143,63
SANTA ROSA,MARTIN LUTHER KING MIDDLE SCHOOL,30.65024,-87.04349,654,122,24,11,31,12,268,133,280,86
SANTA ROSA,NAVARRE HIGH SCHOOL,30.42363,-86.86028,2309,217,27,26,41,20,762,334,577,430
SANTA ROSA,PACE HIGH SCHOOL,30.61367,-87.15273,1971,182,25,26,29,8,611,485,476,201
SANTA ROSA,THOMAS L SIMS MIDDLE SCHOOL,30.63748,-87.16771,1062,116,33,24,50,11,727,327,833,232
SANTA ROSA,WOODLAWN BEACH MIDDLE SCHOOL,30.39245,-87.00925,1075,103,18,15,26,7,666,289,751,233
SARASOTA,BOOKER HIGH SCHOOL,27.36447,-82.54051,1285,231,23,13,13,19,315,100,177,200
SARASOTA,BOOKER MIDDLE SCHOOL,27.36851,-82.52402,805,194,23,21,68,8,352,161,461,100
SARASOTA,BROOKSIDE MIDDLE SCHOOL,27.30067,-82.52386,755,179,47,18,75,19,430,203,529,173
SARASOTA,HERON CREEK MIDDLE SCHOOL,27.06959,-82.22730,863,155,30,18,46,11,461,188,526,146
SARASOTA,LAUREL NOKOMIS SCHOOL,27.13549,-82.42626,1181,208,46,20,75,19,584,142,662,192
SARASOTA,MCINTOSH MIDDLE SCHOOL,27.32977,-82.47798,714,124,15,16,40,5,384,164,472,121
SARASOTA,NORTH PORT HIGH SCHOOL,27.07354,-82.22345,2349,331,38,20,28,24,625,348,484,373
SARASOTA,RIVERVIEW HIGH SCHOOL,27.28234,-82.51839,2606,284,26,14,32,29,821,320,587,538
SARASOTA,SARASOTA HIGH SCHOOL,27.32481,-82.52717,2142,285,28,23,29,19,614,361,415,360
SARASOTA,SARASOTA MIDDLE SCHOOL,27.27467,-82.47076,1244,127,34,27,50,17,938,330,1014,306
SARASOTA,VENICE MIDDLE SCHOOL,27.07618,-82.35273,784,118,22,24,48,11,442,206,540,150
SARASOTA,VENICE SENIOR HIGH SCHOOL,27.09453,-82.44029,2238,241,42,24,30,25,729,325,570,462
SARASOTA,WOODLAND MIDDLE SCHOOL,27.08530,-82.11758,942,145,23,22,33,6,530,236,577,146
SEMINOLE,CHILES MIDDLE SCHOOL,28.65305,-81.15495,1321,181,59,22,66,12,984,383,1041,307
SEMINOLE,GREENWOOD LAKES MIDDLE SCHOOL,28.73572,-81.34056,965,206,46,13,51,18,484,177,522,157
SEMINOLE,HAGERTY HIGH SCHOOL,28.62513,-81.17799,2417,227,36,23,23,26,902,432,498,492
SEMINOLE,INDIAN TRAILS MIDDLE SCHOOL,28.68743,-81.26355,1248,174,33,29,51,9,731,386,825,228
SEMINOLE,JACKSON HEIGHTS MIDDLE SCHOOL,28.66970,-81.19533,1406,186,52,27,67,19,978,377,1055,342
SEMINOLE,LAKE BRANTLEY HIGH SCHOOL,28.68193,-81.42293,2686,291,29,20,20,21,713,437,438,415
SEMINOLE,LAKE HOWELL HIGH SCHOOL,28.63743,-81.27313,2227,268,29,16,19,28,576,352,328,374
SEMINOLE,LAKE MARY HIGH SCHOOL,28.73685,-81.33661,2914,384,36,22,29,33,762,460,462,467
SEMINOLE,LYMAN HIGH SCHOOL,28.68792,-81.34358,2341,352,41,8,28,23,623,318,381,362
SEMINOLE,MARKHAM WOODS MIDDLE SCHOOL,28.78506,-81.38292,1120,149,22,9,26,7,642,230,622,216
SEMINOLE,MILLENNIUM MIDDLE SCHOOL,28.75443,-81.29610,1544,260,43,23,54,7,746,295,772,191
SEMINOLE,MILWEE MIDDLE SCHOOL,28.68176,-81.34669,1465,227,34,26,44,11,717,310,739,231
SEMINOLE,OVIEDO HIGH SCHOOL,28.67071,-81.21780,2468,295,33,40,31,30,736,478,497,434
SEMINOLE,ROCK LAKE MIDDLE SCHOOL,28.70500,-81.37108,943,123,26,9,35,8,586,238,682,198
SEMINOLE,SANFORD MIDDLE SCHOOL,28.79627,-81.27518,1526,218,38,21,54,13,891,401,958,288
SEMINOLE,SEMINOLE HIGH SCHOOL,28.78093,-81.28279,3813,402,37,24,15,20,1076,538,553,389
SEMINOLE,SOUTH SEMINOLE MIDDLE SCHOOL,28.66028,-81.31921,1155,178,31,8,32,12,526,216,606,179
SEMINOLE,TEAGUE MIDDLE SCHOOL,28.65709,-81.43589,1387,183,29,32,42,7,703,332,752,201
SEMINOLE,TUSKAWILLA MIDDLE SCHOOL,28.63410,-81.26425,1091,146,26,26,38,10,557,261,633,187
SEMINOLE,WINTER SPRINGS HIGH SCHOOL,28.70363,-81.26549,2037,278,18,16,12,20,488,279,318,288
SUMTER,SOUTH SUMTER HIGH SCHOOL,28.67166,-82.11543,1048,171,29,18,23,22,300,147,166,199
SUMTER,SOUTH SUMTER MIDDLE SCHOOL,28.61912,-82.06401,863,155,38,25,51,13,454,172,512,134
SUMTER,WILDWOOD MIDDLE/ HIGH SCHOOL,28.85567,-82.03207,743,133,20,19,14,3,245,110,188,61
SUWANNEE,BRANFORD HIGH SCHOOL,29.96294,-82.92520,706,122,24,11,27,12,248,99,240,116
SUWANNEE,SUWANNEE HIGH SCHOOL,30.28431,-82.99114,1188,126,10,7,9,6,282,157,254,166
SUWANNEE,SUWANNEE MIDDLE SCHOOL,30.27772,-82.99625,1042,144,26,23,29,8,433,227,429,161
TAYLOR,TAYLOR COUNTY MIDDLE SCHOOL,30.12087,-83.57342,559,89,31,13,32,13,270,125,286,72
UNION,LAKE BUTLER MIDDLE SCHOOL,30.01726,-82.33905,754,143,36,20,63,19,401,129,531,179
UNION,UNION COUNTY HIGH SCHOOL,30.01515,-82.33952,587,92,11,12,16,10,177,86,146,101
VOLUSIA,ATLANTIC HIGH SCHOOL,29.14992,-81.02740,1349,230,16,10,22,16,324,133,223,243
VOLUSIA,CAMPBELL MIDDLE SCHOOL,29.19518,-81.03050,846,189,8,16,11,1,217,157,182,61
VOLUSIA,CREEKSIDE MIDDLE SCHOOL,29.06583,-81.04097,1152,161,26,22,44,13,714,287,806,286
VOLUSIA,DAVID C. HINSON SR. MIDDLE SCHOOL,29.24075,-81.09245,1012,177,29,23,47,10,484,234,579,186
VOLUSIA,DELAND HIGH SCHOOL,29.04117,-81.28383,2690,409,25,15,30,24,566,249,366,418
VOLUSIA,DELAND MIDDLE SCHOOL,29.00419,-81.29775,1179,249,33,20,43,12,485,219,519,174
VOLUSIA,DELTONA HIGH SCHOOL,28.94580,-81.24642,1663,325,31,28,26,17,403,240,262,273
VOLUSIA,DELTONA MIDDLE SCHOOL,28.87764,-81.27260,1159,246,45,21,51,17,491,214,492,180
VOLUSIA,GALAXY MIDDLE SCHOOL,28.93143,-81.23224,1035,189,17,18,23,10,454,241,495,185
VOLUSIA,HERITAGE MIDDLE SCHOOL,28.89186,-81.17197,1100,234,30,19,34,20,471,207,503,203
VOLUSIA,HOLLY HILL SCHOOL,29.24879,-81.05621,1084,171,15,2,12,5,203,47,196,77
VOLUSIA,MAINLAND HIGH SCHOOL,29.19809,-81.05257,1870,333,33,17,24,16,343,211,249,210
VOLUSIA,NEW SMYRNA BEACH HIGH SCHOOL,29.00359,-80.93042,1954,302,25,23,20,30,477,234,246,336
VOLUSIA,NEW SMYRNA BEACH MIDDLE SCHOOL,29.00496,-80.92393,1179,228,35,18,36,22,544,265,547,210
VOLUSIA,ORMOND BEACH MIDDLE SCHOOL,29.30848,-81.07099,1065,185,26,25,35,14,557,259,584,195
VOLUSIA,PINE RIDGE HIGH SCHOOL,28.88689,-81.16217,1725,316,28,19,37,32,343,244,234,278
VOLUSIA,RIVER SPRINGS MIDDLE SCHOOL,28.94009,-81.31189,1255,252,30,25,42,18,583,262,631,228
VOLUSIA,SEABREEZE HIGH SCHOOL,29.26677,-81.03003,1652,219,19,12,19,11,467,198,298,274
VOLUSIA,SILVER SANDS MIDDLE SCHOOL,29.13086,-81.01661,1215,193,39,24,53,15,648,299,728,226
VOLUSIA,SOUTHWESTERN MIDDLE SCHOOL,29.00785,-81.31394,783,186,28,21,30,11,341,153,286,116
VOLUSIA,SPRUCE CREEK HIGH SCHOOL,29.10895,-81.01585,2567,306,29,13,44,27,797,202,422,504
VOLUSIA,T. DEWITT TAYLOR MIDDLE-HIGH SCHOOL,29.24667,-81.46037,1149,202,18,10,21,10,293,150,263,155
VOLUSIA,UNIVERSITY HIGH SCHOOL,28.93205,-81.31324,2689,431,42,30,38,22,645,312,406,374
WAKULLA,RIVERSPRINGS MIDDLE SCHOOL,30.21834,-84.31849,546,93,27,14,29,6,306,134,320,85
WAKULLA,WAKULLA HIGH SCHOOL,30.10715,-84.37635,1490,206,36,22,24,13,406,250,236,271
WAKULLA,WAKULLA MIDDLE SCHOOL,30.12699,-84.37148,504,80,23,20,33,7,295,145,349,126
WALTON,EMERALD COAST MIDDLE SCHOOL,30.35905,-86.11450,991,83,27,9,27,11,670,194,660,312
WALTON,FREEPORT MIDDLE SCHOOL,30.50144,-86.13279,555,67,16,3,22,9,313,113,293,132
WALTON,PAXTON SCHOOL,30.97379,-86.30473,802,100,18,5,24,8,274,78,297,129
WALTON,SOUTH WALTON HIGH SCHOOL,30.37877,-86.18014,859,53,8,8,8,8,326,135,243,232
WALTON,WALTON MIDDLE SCHOOL,30.71138,-86.11122,682,93,22,20,32,8,322,177,413,109
WASHINGTON,CHIPLEY HIGH SCHOOL,30.76316,-85.55707,536,84,12,12,10,15,132,75,97,90
WASHINGTON,ROULHAC MIDDLE SCHOOL,30.76314,-85.55588,463,79,25,15,28,8,246,125,266,66
WASHINGTON,VERNON MIDDLE SCHOOL,30.61674,-85.69962,303,61,11,9,14,5,138,56,150,49
